Timestamp,Software,CPU_Total_Pct,RAM_Total_MB,Core_0_Pct,Core_1_Pct,Core_2_Pct,Core_3_Pct,Core_4_Pct,Core_5_Pct,Core_6_Pct,Core_7_Pct
21:59:20,ROBOGUIDE,78.4,322.31,31.3,17.9,28.4,14.9,21.2,21.2,0.0,3.0
21:59:21,ROBOGUIDE,84.4,322.31,34.2,18.8,33.3,11.9,17.6,32.4,0.0,3.0
21:59:22,ROBOGUIDE,78.3,322.32,26.9,19.1,21.2,15.2,33.8,27.3,0.0,1.5
21:59:23,ROBOGUIDE,84.0,322.32,38.2,20.0,20.9,14.9,16.2,23.2,0.0,3.0
21:59:24,ROBOGUIDE,81.0,322.33,29.0,22.1,22.4,13.6,17.9,20.9,0.0,4.5
21:59:25,ROBOGUIDE,77.7,322.33,26.5,20.0,29.4,10.4,22.1,19.1,0.0,0.0
21:59:26,ROBOGUIDE,87.0,322.34,48.6,24.6,23.9,13.4,25.4,22.1,8.8,6.0
21:59:27,ROBOGUIDE,79.7,322.4,41.2,23.5,25.0,7.5,10.4,11.9,0.0,9.1
21:59:28,ROBOGUIDE,76.7,322.41,48.6,24.2,29.9,17.4,10.6,19.4,4.5,11.8
21:59:29,ROBOGUIDE,88.7,322.41,55.7,22.5,19.1,13.4,19.4,16.4,0.0,6.1
21:59:30,ROBOGUIDE,72.0,322.41,34.3,20.6,31.3,13.6,25.4,20.6,4.5,9.0
21:59:31,ROBOGUIDE,77.8,322.41,36.5,25.0,34.3,23.9,20.6,20.6,0.0,6.0
21:59:32,ROBOGUIDE,76.5,322.42,48.6,16.2,24.3,20.0,27.5,19.4,0.0,7.5
21:59:34,ROBOGUIDE,80.3,322.43,31.0,20.9,31.9,33.8,6.0,6.0,0.0,7.5
21:59:35,ROBOGUIDE,83.8,322.43,29.9,16.2,32.9,25.4,23.9,13.4,0.0,9.0
21:59:36,ROBOGUIDE,94.7,322.43,41.4,10.4,27.9,6.0,37.7,20.9,13.2,7.5
21:59:37,ROBOGUIDE,72.0,322.44,27.1,18.2,29.9,11.9,36.2,32.4,0.0,2.9
21:59:38,ROBOGUIDE,70.5,322.44,30.4,22.1,18.8,10.3,31.9,32.4,1.5,3.0
21:59:39,ROBOGUIDE,62.9,322.44,36.6,20.3,28.4,17.9,20.9,30.0,0.0,6.1
21:59:40,ROBOGUIDE,76.3,322.44,27.5,17.9,29.9,29.9,16.4,13.4,0.0,6.0
21:59:41,ROBOGUIDE,79.1,322.45,26.1,11.8,23.9,13.4,27.1,32.8,0.0,6.0
